,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,scores,compound,comp_score
0,"In honor of John Lewis, C.T. Vivian, and all the essential workers who have selflessly risked their lives, the Sena… https://t.co/cPsfbssdQg",False,43392,,2020-07-21T01:15:00Z,True,,1285382736341942274,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,8195,False,False,,,"{'neg': 0.079, 'neu': 0.788, 'pos': 0.133, 'compound': 0.3182}",0.3182,pos
1,"Folks, it may be hard to believe, but we have just over 100 days until Election Day. I know we can beat Donald Trum… https://t.co/D4ALouwIDT",False,16936,,2020-07-21T00:20:00Z,True,,1285368895155474432,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3959,False,False,,,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.0516}",-0.0516,neg
2,"Small manufacturers like McGregor Industries demonstrate the resilience, creativity, and staying-power of America’s… https://t.co/pyl00ReFj5",False,7504,,2020-07-20T23:05:00Z,True,,1285350020942901255,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,2002,False,False,,,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.6249}",0.6249,pos
3,"Today, I am putting the Kremlin and other foreign governments on notice: If elected president, I will direct my adm… https://t.co/HR7vmNhWms",False,89672,,2020-07-20T21:55:00Z,True,,1285332404647784449,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,23020,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
4,We're paying the price for this president's incompetence every single day. https://t.co/PUqyt83The,False,48258,,2020-07-20T21:10:00Z,False,,1285321080039669763,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,10503,False,False,,,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
5,"President Trump asked to see the COVID death chart. @RealDonaldTrump, here you go. https://t.co/45tYD2NXti",False,67418,,2020-07-20T19:17:00Z,False,,1285292642859773952,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,23892,False,False,,,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg
6,Every day it becomes clearer: We are in a battle for the soul of this nation. Who we are. What we believe. Who we w… https://t.co/oz72AmJ7uH,False,119469,,2020-07-20T18:15:00Z,True,,1285277040153776128,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,21887,False,False,,,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg
7,"Imagine the future we can create with Donald Trump out of the White House. A future where we:

- Tackle the climate… https://t.co/KJeYyVwBXP",False,112781,,2020-07-20T15:00:01Z,True,,1285227969930072066,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,21196,False,False,,,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,pos
8,"In this moment of crisis, we have the chance to build a new American economy. One where everyone gets a fair return… https://t.co/73aH6TILVu",False,72353,,2020-07-20T00:15:00Z,True,,1285005248768217089,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,12694,False,False,,,"{'neg': 0.155, 'neu': 0.682, 'pos': 0.163, 'compound': -0.2023}",-0.2023,neg
9,Every day is National Ice Cream Day in my book. https://t.co/R6WR0LNspS,False,123444,,2020-07-19T22:30:00Z,False,,1284978824749309952,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,11231,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10,"Mr. President, your ignorance isn’t a virtue or a sign of your strength — it’s undercutting our response to this un… https://t.co/AaHev8aDjz",False,66721,,2020-07-19T19:30:00Z,True,,1284933527088365569,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,16504,False,False,,,"{'neg': 0.102, 'neu': 0.653, 'pos': 0.245, 'compound': 0.5423}",0.5423,pos
11,"The hard truth is that it didn’t have to be this bad, but Donald Trump ignored the experts and refused to take acti… https://t.co/Uvh99eOkbI",False,121779,,2020-07-19T18:07:00Z,True,,1284912638577655808,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,40891,False,False,,,"{'neg': 0.315, 'neu': 0.63, 'pos': 0.055, 'compound': -0.7822}",-0.7822,neg
12,"Now more than ever, we need a president who will choose hope over fear.",False,165669,,2020-07-19T16:11:00Z,False,,1284883446251294722,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,22714,False,False,,,"{'neg': 0.187, 'neu': 0.643, 'pos': 0.17, 'compound': -0.0772}",-0.0772,neg
13,"Banning the Confederate flag from military installations was long overdue. 

Banning the LGBTQ Pride flag — the ver… https://t.co/ChOPpjAKvW",False,29500,,2020-07-19T14:48:00Z,True,,1284862558910865408,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,5958,False,False,,,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,pos
14,"I know of no man with more courage than John Lewis. He was a giant walking among us. When I saw him, I couldn’t hel… https://t.co/OshqnhBOkJ",False,154259,,2020-07-18T14:58:00Z,True,,1284502687430479874,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,34794,False,False,,,"{'neg': 0.086, 'neu': 0.778, 'pos': 0.136, 'compound': 0.3167}",0.3167,pos
15,"We are made in the image of God, and then there is John Lewis. He was truly one-of-a-kind, a moral compass who alwa… https://t.co/nJ9m2S1kdR",False,171177,,2020-07-18T14:15:58Z,True,,1284492109496619009,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,27248,False,False,,,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}",0.6124,pos
16,"As President, I will see to it that America once again stands for human rights. That doesn't mean rights only for s… https://t.co/INGJxMeIHZ",False,36702,,2020-07-18T00:00:00Z,True,,1284276699337646080,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,8253,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
17,"Today, we lost a giant of the civil rights movement and a relentless champion in the struggle for justice. Reverend… https://t.co/izEWMbkyEX",False,20973,,2020-07-17T22:50:00Z,True,,1284259082254217216,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,4158,False,False,,,"{'neg': 0.17, 'neu': 0.517, 'pos': 0.314, 'compound': 0.5994}",0.5994,pos
18,"Eleven. That's how many times we've broken the single-day record for new COVID-19 cases in the last month.

This vi… https://t.co/h2J3szw3IE",False,105212,,2020-07-17T21:50:00Z,True,,1284243982747414529,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,22122,False,False,,,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
19,"I’ve released 21 years of my tax returns — why hasn’t Donald Trump?

We deserve to know what this president is hiding.",False,231976,,2020-07-17T19:40:00Z,False,,1284211267108868097,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,41090,False,False,,,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
20,Everyone wants our schools to reopen. The question is how to make it safe and how to make it stick. Forcing educato… https://t.co/5EfrR7c00s,False,48152,,2020-07-17T18:16:00Z,True,,1284190127896629248,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,12798,False,False,,,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}",0.4404,pos
21,"We have to make the places we live, work, and learn healthier and more energy-efficient. That's why my administrati… https://t.co/OA817ydQEc",False,15409,,2020-07-17T17:15:00Z,True,,1284174776861372417,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,3873,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
22,"No matter who you supported in 2016, I want you to know that you have a home in our campaign. You’re not just wante… https://t.co/ratQEuxCG4",False,24316,,2020-07-17T15:08:00Z,True,,1284142816197836807,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6607,False,False,,,"{'neg': 0.085, 'neu': 0.734, 'pos': 0.181, 'compound': 0.128}",0.128,pos
23,We have the power to write the future we want for our country. Don't let anyone tell you differently.,False,76567,,2020-07-17T01:20:00Z,False,,1283934443057577984,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,12970,False,False,,,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.0772,pos
24,President Obama and I left a playbook for President Trump on how to fight pandemics. He flat-out ignored it. And we… https://t.co/knKq1L93YF,False,316150,,2020-07-17T00:15:00Z,True,,1283918085288652800,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,60141,False,False,,,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg
25,"From day one, Donald Trump has been focused on the stock market and delivering for his wealthy friends and big corp… https://t.co/Iirt2bpNFp",False,25478,,2020-07-16T23:30:00Z,True,,1283906760865005569,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,9064,False,False,,,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.802}",0.802,pos
26,"Let's call this what it is: A modern-day poll tax. It's unconscionable.

We need to restore voting rights for indiv… https://t.co/qYm2kCVv6q",False,37846,,2020-07-16T21:08:00Z,True,,1283871025197748224,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,9693,False,False,,,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296,pos
27,"We are months into this crisis, and our health care workers are still being forced to reuse masks. It’s unacceptabl… https://t.co/hWuHrlMsO5",False,112571,,2020-07-16T20:10:00Z,True,,1283856429129125894,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,23955,False,False,,,"{'neg': 0.271, 'neu': 0.619, 'pos': 0.11, 'compound': -0.6883}",-0.6883,neg
28,"I've said it before, and I'll say it again: Donald Trump is the worst possible person to lead us through a public h… https://t.co/XcOaqtLdID",False,56540,,2020-07-16T17:37:00Z,True,,1283817925368053760,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,15088,False,False,,,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
29,"I don’t have Bitcoin, and I’ll never ask you to send me any.

But if you want to chip in to help make Donald Trump… https://t.co/nPaJ6lXmzY",False,55571,,2020-07-16T16:09:00Z,True,,1283795779338084352,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9914,False,False,,,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.4588}",0.4588,pos
30,Meeting the threat of climate change presents a once-in-a-lifetime opportunity to jolt new life into our economy. W… https://t.co/bKBndVZftv,False,23358,,2020-07-15T21:00:00Z,True,,1283506626348167178,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,5401,False,False,,,"{'neg': 0.142, 'neu': 0.625, 'pos': 0.233, 'compound': 0.296}",0.296,pos
31,There is no time to waste when it comes to addressing the existential threat of climate change. If I have the honor… https://t.co/baG2q9KnYI,False,20457,,2020-07-15T20:02:00Z,True,,1283492028177940485,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,4984,False,False,,,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.8126}",-0.8126,neg
32,President Trump needs to do everything in his power to surge nationwide testing — including developing and evaluati… https://t.co/oh2FDxQBnO,False,54027,,2020-07-15T18:50:00Z,True,,1283473908591714311,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,11073,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
33,"Mr. President, “Open everything now,” isn’t a strategy for success. It’s barely a slogan. 

It’s long past time for… https://t.co/NJLBAeXROq",False,119381,,2020-07-15T17:00:00Z,True,,1283446227074310144,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,18319,False,False,,,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5719}",0.5719,pos
34,"This pandemic has gotten bad enough that even Donald Trump finally decided to wear a mask in public.

I’m glad he m… https://t.co/bEnFziM05I",False,29042,,2020-07-15T14:45:00Z,True,,1283412252612194304,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6080,False,False,,,"{'neg': 0.132, 'neu': 0.755, 'pos': 0.113, 'compound': -0.128}",-0.128,neg
35,"We're facing an economic crisis and a climate crisis.  

As president, I'll create millions of jobs building resili… https://t.co/fr4AbIdkAw",False,16860,,2020-07-15T00:40:00Z,True,,1283199601001009159,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,4156,False,False,,,"{'neg': 0.324, 'neu': 0.593, 'pos': 0.083, 'compound': -0.7964}",-0.7964,neg
36,"When I hear the words climate change, I hear the word ""jobs."" Good paying, union jobs that will solve our jobs cris… https://t.co/wSRE6FoOMn",False,31065,,2020-07-14T23:47:00Z,True,,1283186263302918144,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6978,False,False,,,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}",0.5719,pos
37,Climate change is the challenge that's going to define our American future. And if I have the honor of being electe… https://t.co/QCydwDQh0m,False,86957,,2020-07-14T22:35:00Z,True,,1283168143867707392,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,13742,False,False,,,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5423}",0.5423,pos
38,"When Donald Trump thinks about climate change, all he can muster is one word: “hoax.”
 
When I think about climate… https://t.co/b063dPLVZn",False,27582,,2020-07-14T18:30:00Z,True,,1283106488328900615,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,6933,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
39,Every few weeks when he needs a distraction from the latest charge of corruption in his staff — or the conviction o… https://t.co/PKdJlyJPP4,False,69929,,2020-07-14T18:25:00Z,True,,1283105229156696064,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,14563,False,False,,,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg
40,We can’t just build things back to the way they were — we’ve got to build America back better. Tune in as I deliver… https://t.co/u9DydWVLpj,False,13768,,2020-07-14T18:01:56Z,True,,1283099425275961344,,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",JoeBiden,3911,False,False,,,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}",0.4404,pos
41,"I want every single American to know: If you're sick, struggling, or worried about how you're going to get through… https://t.co/Vd3QmOgcwD",False,58550,,2020-07-14T13:42:00Z,True,,1283034009895751680,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,15339,False,False,,,"{'neg': 0.324, 'neu': 0.625, 'pos': 0.051, 'compound': -0.7906}",-0.7906,neg
42,We shouldn't have to beg this president to listen to the experts.,False,208543,,2020-07-14T01:15:00Z,False,,1282846021169508352,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,30967,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
43,The hard truth is it didn't have to be this bad. But Donald Trump has squandered every chance he's had to contain t… https://t.co/NAH4sSzwWT,False,68459,,2020-07-13T23:06:02Z,True,,1282813568535203840,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,15889,False,False,,,"{'neg': 0.185, 'neu': 0.671, 'pos': 0.144, 'compound': -0.3016}",-0.3016,neg
44,America can’t sit on the sidelines in the race for the future. My administration will invest $300 billion in resear… https://t.co/LS207sbmTO,False,21564,,2020-07-13T20:25:00Z,True,,1282773040187805700,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,5675,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
45,"""We're leading the world."" https://t.co/QQzaQeKAUj",False,50299,,2020-07-13T19:15:00Z,False,,1282755424177893376,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,16566,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
46,Donald Trump needs to spend less time playing golf and more time listening to experts like Dr. Fauci.,False,228590,,2020-07-13T16:30:00Z,False,,1282713901671604224,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,33933,False,False,,,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.4627}",0.4627,pos
47,"In January, I sounded the alarm regarding COVID-19. 

Over five months later, President Trump still hasn't taken th… https://t.co/vWToDcQ12o",False,53268,,2020-07-13T14:30:00Z,True,,1282683703190188032,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,12987,False,False,,,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
48,"The stakes couldn't be higher this November. Time and time again, Donald Trump has failed the people of Puerto Rico… https://t.co/YeREmuWUFU",False,64718,,2020-07-13T01:20:00Z,True,,1282484891603447808,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,11639,False,False,,,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
49,"Together, we're going to build a new American economy: https://t.co/RvfzbDN7dP https://t.co/5TePAe7tbY",False,20934,,2020-07-13T00:15:00Z,False,,1282468533838860288,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,6142,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
50,"It's hard to believe this has to be said, but unlike this president, I'll actually listen to the experts and heed t… https://t.co/qFOs9jhkEj",False,106587,,2020-07-12T22:48:04Z,True,,1282446656303243264,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,21816,False,False,,,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.0516}",-0.0516,neg
51,"Mohamed Amashah is finally home after 486 days in Egyptian prison for holding a protest sign. Arresting, torturing,… https://t.co/0EvWoHZL0c",False,20483,,2020-07-12T20:59:58Z,True,,1282419453939113989,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,5463,False,False,,,"{'neg': 0.249, 'neu': 0.751, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
52,"Ignore the polls.

We’ve got work to do: https://t.co/GCxsKwFY4h https://t.co/fnJezEaAg5",False,89956,,2020-07-12T20:20:09Z,False,,1282409432677257216,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,19949,False,False,,,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neg
53,"Health care is personal to me. And as president, I'll do everything I can to make sure every American has access to… https://t.co/yEML9TpX7u",False,31098,,2020-07-12T18:47:00Z,True,,1282385989852295168,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,8059,False,False,,,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6705}",0.6705,pos
54,"We need a president who will always choose to unite rather than divide, because there’s nothing we can’t accomplish when we do it together.",False,133610,,2020-07-12T17:31:00Z,False,,1282366864052518912,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,20456,False,False,,,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.3252}",-0.3252,neg
55,"To all the nurses on the frontlines of this fight, thank you. You are American heroes. https://t.co/fgTDhXU72C",False,56921,,2020-07-12T14:50:00Z,False,,1282326347201863680,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,14073,False,False,,,"{'neg': 0.132, 'neu': 0.614, 'pos': 0.254, 'compound': 0.4215}",0.4215,pos
56,"Donald Trump is the worst possible person to lead us through this moment.

We need real leadership, right now. Live… https://t.co/95DbcrbHbD",False,64260,,2020-07-12T00:30:00Z,True,,1282109920712642561,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,13611,False,False,,,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
57,"Back in January, when President Trump signed his hollow ""phase one"" trade deal with Beijing, I made clear that no o… https://t.co/VBSr2ddqxx",False,25444,,2020-07-11T22:30:00Z,True,,1282079721875021826,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,7054,False,False,,,"{'neg': 0.092, 'neu': 0.798, 'pos': 0.109, 'compound': 0.1027}",0.1027,pos
58,"I’ve said it before, and I’ll say it again: Donald Trump is the most corrupt president in modern American history.… https://t.co/RpBMXUQ73d",False,119722,,2020-07-11T20:46:28Z,True,,1282053668280434689,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,24312,False,False,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
59,I have no illusion about how tough the road ahead is. But I’m optimistic for one reason above all others: I know th… https://t.co/tLzOJ5dRTx,False,29186,,2020-07-11T20:07:00Z,True,,1282043734742507520,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,7308,False,False,,,"{'neg': 0.148, 'neu': 0.76, 'pos': 0.092, 'compound': -0.1027}",-0.1027,neg
60,"This was almost two months ago. 

Since then? Tens of thousands more lives lost. A million and a half new cases.

T… https://t.co/ABdTusgFhL",False,37382,,2020-07-11T17:33:00Z,True,,1282004979457433601,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,13541,False,False,,,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.3774}",-0.3774,neg
61,"The United States has over 3 million cases of COVID-19, and over 130,000 people have died — yet Donald Trump contin… https://t.co/ve07tDY0P8",False,132070,,2020-07-11T17:00:01Z,True,,1281996678980005889,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,27235,False,False,,,"{'neg': 0.148, 'neu': 0.738, 'pos': 0.115, 'compound': -0.2023}",-0.2023,neg
62,"I see a different America than President Trump. One that, despite all our flaws and shortcomings and failings, is s… https://t.co/1Zyt9Pfha9",False,82427,,2020-07-11T14:40:00Z,True,,1281961442460291074,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,14480,False,False,,,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
63,Still true. https://t.co/3zbAD3uXzq,False,62664,,2020-07-11T02:38:57Z,False,,1281779986693787653,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoeBiden,11979,False,False,,,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
64,Determination. Resilience. Grit. The strength to get up no matter how many times you’ve been knocked down. Respect… https://t.co/MMMzxbTT34,False,51161,,2020-07-10T23:07:00Z,True,,1281726645376819202,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,9940,False,False,,,"{'neg': 0.091, 'neu': 0.62, 'pos': 0.289, 'compound': 0.5859}",0.5859,pos
65,This is what “America First” looks like under President Trump: https://t.co/jSmJOeG13G,False,48900,,2020-07-10T20:54:00Z,False,,1281693174696759298,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,18586,False,False,,,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,pos
66,"Through every trial and tribulation, we've always emerged stronger — and we will again.",False,68013,,2020-07-10T19:12:00Z,False,,1281667505790967808,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,10543,False,False,,,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",0.3818,pos
67,Let’s use this opportunity to make bold investments in American industry and innovation so the future is made in Am… https://t.co/hWZqavvnQf,False,14097,,2020-07-10T17:05:00Z,True,,1281635545408393217,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,3819,False,False,,,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8151}",0.8151,pos
68,"Here's my promise to you: If I have the honor of being elected president, I will take care of your family like I wo… https://t.co/TJ9i2qv8HA",False,96381,,2020-07-10T14:55:00Z,True,,1281602829443112966,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",JoeBiden,27533,False,False,,,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.8807}",0.8807,pos
69,The American people deserve to know what Donald Trump is hiding in his tax returns.,False,217713,,2020-07-10T00:27:00Z,False,,1281384390019489792,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,33678,False,False,,,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
70,We can't just build back to the way things were before these crises — we have to build back better.,False,82819,,2020-07-09T23:22:00Z,False,,1281368032405671936,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JoeBiden,12630,False,False,,,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,pos
